,node1,node2,label
231,956,955,231
232,955,954,232
233,954,964,233
234,964,954,234
235,954,955,235
236,955,956,236
237,955,945,237
238,945,955,238
239,955,965,239
240,965,966,240
241,966,967,241
242,967,966,242
243,967,968,243
244,968,978,244
245,978,968,245
246,968,958,246
247,958,948,247
248,948,949,248
249,939,938,249
250,938,948,250
251,947,946,251
252,946,956,252
253,956,957,253
254,956,946,254
255,946,936,255
256,426,436,256
257,436,446,257
258,446,436,258
259,436,435,259
260,435,436,260
261,436,426,261
262,426,427,262
263,427,426,263
264,426,425,264
265,425,426,265
266,425,424,266
267,424,425,267
268,425,435,268
269,435,434,269
270,434,444,270
271,444,434,271
272,434,424,272
273,424,414,273
274,414,413,274
275,413,414,275
276,414,404,276
277,404,405,277
278,405,406,278
279,406,396,279
280,396,386,280
281,386,385,281
282,385,375,282
283,375,365,283
284,365,355,284
285,355,365,285
286,365,366,286
287,366,365,287
288,365,375,288
289,375,374,289
290,374,373,290
291,373,383,291
292,383,384,292
293,384,385,293
294,385,384,294
295,384,394,295
296,394,393,296
297,393,383,297
298,383,382,298
299,382,392,299
300,392,393,300
301,393,392,301
302,392,402,302
303,402,401,303
304,401,411,304
305,411,412,305
306,412,411,306
307,412,422,307
308,422,412,308
309,411,421,309
310,421,431,310
311,431,432,311
312,432,433,312
313,433,432,313
314,432,422,314
315,422,421,315
316,421,422,316
317,412,413,317
318,413,423,318
319,423,422,319
320,421,420,320
321,420,429,321
322,429,420,322
323,429,439,323
324,439,438,324
325,438,448,325
326,448,447,326
327,447,446,327
328,436,437,328
329,437,427,329
330,826,836,330
331,836,835,331
332,835,834,332
333,834,844,333
334,844,843,334
335,843,842,335
336,842,841,336
337,841,840,337
338,840,841,338
339,841,851,339
340,851,852,340
341,852,853,341
342,853,863,342
343,863,853,343
344,853,852,344
345,852,862,345
346,862,863,346
347,863,873,347
348,873,874,348
349,874,884,349
350,884,885,350
351,885,895,351
352,895,896,352
353,896,895,353
354,895,885,354
355,885,875,355
356,875,865,356
357,865,866,357
358,866,867,358
359,867,857,359
360,858,857,360
361,857,867,361
362,877,876,362
363,876,875,363
364,865,864,364
365,864,874,365
366,874,864,366
367,864,854,367
368,854,844,368
369,844,854,369
370,854,853,370
371,853,843,371
372,843,853,372
373,863,862,373
374,862,861,374
375,861,851,375
376,852,842,376
377,842,852,377
378,852,851,378
379,851,850,379
380,850,860,380
381,860,869,381
382,869,879,382
383,889,880,383
384,880,870,384
385,870,860,385
386,860,870,386
387,870,879,387
388,869,859,388
389,859,869,389
390,861,862,390
391,863,864,391
392,864,865,392
393,865,855,393
394,855,845,394
395,845,835,395
396,835,845,396
397,845,846,397
398,846,847,398
399,856,866,399
400,866,865,400
401,865,875,401
402,875,876,402
403,876,877,403
404,876,866,404
405,912,902,405
406,902,901,406
407,901,911,407
408,911,910,408
409,910,900,409
410,900,909,410
411,909,908,411
412,908,898,412
413,898,888,413
414,887,897,414
415,897,898,415
416,898,908,416
417,887,886,417
418,886,896,418
419,896,906,419
420,906,905,420
421,905,915,421
422,915,925,422
423,925,915,423
424,915,914,424
425,914,915,425
426,925,935,426
427,935,945,427
428,945,944,428
429,944,943,429
430,943,942,430
431,942,932,431
432,932,922,432
433,922,912,433
434,912,913,434
435,913,912,435
436,902,903,436
437,903,893,437
438,893,883,438
439,883,873,439
440,874,873,440
441,873,863,441
442,842,843,442
443,843,833,443
444,833,834,444
445,834,833,445
446,833,823,446
447,823,813,447
448,813,814,448
449,814,824,449
450,824,814,450
451,814,815,451
452,815,814,452
453,814,813,453
454,815,816,454
455,816,815,455
456,814,804,456
457,804,805,457
458,805,804,458
459,794,804,459
460,804,803,460
461,803,813,461
462,813,823,462
463,823,822,463
464,822,812,464
465,812,811,465
466,811,810,466
467,810,800,467
468,800,809,468
469,809,799,469
470,799,790,470
471,790,791,471
472,686,696,472
473,696,695,473
474,695,685,474
475,685,695,475
476,685,675,476
477,675,676,477
478,676,686,478
479,686,687,479
480,687,688,480
481,688,698,481
482,698,697,482
483,697,707,483
484,707,717,484
485,717,716,485
486,716,715,486
487,715,725,487
488,725,726,488
489,726,727,489
490,727,737,490
491,737,747,491
492,747,746,492
493,746,747,493
494,746,736,494
495,736,726,495
496,726,736,496
497,726,725,497
498,725,724,498
499,724,723,499
500,723,724,500
501,724,725,501
502,725,715,502
503,715,714,503
504,714,715,504
505,715,716,505
506,716,726,506
507,726,716,507
508,716,717,508
509,714,704,509
510,704,705,510
511,705,704,511
512,704,694,512
513,694,695,513
514,695,696,514
515,696,706,515
516,706,696,516
517,706,716,517
518,715,705,518
519,705,706,519
520,696,686,520
521,686,685,521
522,685,686,522
523,697,687,523
524,687,677,524
525,677,667,525
526,667,677,526
527,677,687,527
528,697,696,528
529,706,707,529
530,707,697,530
531,706,705,531
532,705,715,532
533,725,735,533
534,735,745,534
535,987,977,535
536,977,976,536
537,976,986,537
538,986,996,538
539,996,995,539
540,995,994,540
541,994,995,541
542,995,996,542
543,996,986,543
544,986,985,544
545,985,975,545
546,975,976,546
547,986,987,547
548,987,986,548
549,985,986,549
550,977,967,550
551,967,977,551
552,976,977,552
553,977,987,553
554,987,997,554
555,997,7,555
556,7,6,556
557,6,996,557
558,994,4,558
559,4,3,559
560,3,2,560
561,1,0,561
562,0,9,562
563,9,8,563
564,8,9,564
565,9,0,565
566,0,990,566
567,990,980,567
568,980,990,568
569,990,999,569
570,999,990,570
571,999,998,571
572,998,997,572
573,997,996,573
574,996,997,574
575,7,8,575
576,8,998,576
577,998,988,577
578,988,989,578
579,989,988,579
580,988,978,580
581,978,988,581
582,988,987,582
583,995,5,583
584,5,15,584
585,15,25,585
586,25,35,586
587,35,34,587
588,34,24,588
589,24,25,589
590,25,24,590
591,35,25,591
592,25,15,592
593,15,16,593
594,16,17,594
595,17,7,595
596,6,5,596
597,5,4,597
598,4,994,598
599,4,5,599
600,15,14,600
601,14,15,601
602,17,18,602
603,18,28,603
604,989,980,604
605,980,970,605
606,970,979,606
607,979,970,607
608,970,971,608
609,971,972,609
610,972,971,610
611,970,980,611
612,950,951,612
613,951,961,613
614,961,962,614
615,962,961,615
616,961,960,616
617,960,970,617
618,980,989,618
619,966,956,619
620,946,947,620
621,957,947,621
622,957,967,622
623,967,957,623
624,936,935,624
625,954,944,625
626,944,934,626
627,934,944,627
628,944,945,628
629,956,966,629
630,954,953,630
631,953,943,631
632,943,944,632
633,934,924,633
634,924,914,634
635,914,904,635
636,904,894,636
637,894,884,637
638,885,886,638
639,886,887,639
640,888,898,640
641,897,896,641
642,896,897,642
643,888,889,643
644,899,889,644
645,889,888,645
646,647,657,646
647,657,647,647
648,647,637,648
649,637,627,649
650,627,637,650
651,627,628,651
652,628,629,652
653,629,619,653
654,619,610,654
655,610,611,655
656,611,621,656
657,621,611,657
658,611,612,658
659,612,611,659
660,611,601,660
661,601,611,661
662,612,602,662
663,602,592,663
664,592,582,664
665,571,572,665
666,572,582,666
667,582,572,667
668,572,573,668
669,573,574,669
670,574,575,670
671,575,565,671
672,565,555,672
673,555,565,673
674,565,564,674
675,564,565,675
676,565,566,676
677,586,585,677
678,585,575,678
679,575,585,679
680,585,586,680
681,576,577,681
682,577,567,682
683,566,556,683
684,554,555,684
685,546,536,685
686,536,526,686
687,526,536,687
688,536,546,688
689,546,547,689
690,547,537,690
691,537,538,691
692,538,539,692
693,539,530,693
694,530,531,694
695,531,541,695
696,541,542,696
697,542,532,697
698,532,522,698
699,522,523,699
700,523,513,700
701,513,503,701
702,503,513,702
703,513,514,703
704,514,524,704
705,524,514,705
706,524,525,706
707,525,526,707
708,526,525,708
709,525,515,709
710,515,525,710
711,525,524,711
712,524,534,712
713,534,524,713
714,524,523,714
715,523,533,715
716,533,543,716
717,543,544,717
718,544,554,718
719,554,564,719
720,564,574,720
721,574,573,721
722,92,91,722
723,91,92,723
724,92,93,724
725,93,92,725
726,93,103,726
727,103,104,727
728,104,114,728
729,114,113,729
730,113,114,730
731,114,115,731
732,115,125,732
733,125,135,733
734,135,125,734
735,125,115,735
736,115,114,736
737,115,105,737
738,105,95,738
739,95,85,739
740,85,95,740
741,95,94,741
742,94,95,742
743,94,93,743
744,93,83,744
745,83,82,745
746,82,81,746
747,81,71,747
748,71,81,748
749,81,91,749
750,91,101,750
751,101,102,751
752,102,92,752
753,92,102,753
754,102,101,754
755,101,100,755
756,100,101,756
757,101,111,757
758,111,112,758
759,112,111,759
760,111,121,760
761,121,131,761
762,131,132,762
763,132,131,763
764,131,130,764
765,130,131,765
766,131,141,766
767,141,142,767
768,142,152,768
769,152,151,769
770,151,161,770
771,161,151,771
772,151,141,772
773,141,140,773
774,140,149,774
775,149,148,775
776,148,149,776
777,149,140,777
778,140,150,778
779,150,160,779
780,160,170,780
781,170,160,781
782,160,161,782
783,161,162,783
784,162,161,784
785,161,171,785
786,171,172,786
787,172,162,787
788,162,152,788
789,152,162,789
790,161,160,790
791,160,169,791
792,169,168,792
793,168,158,793
794,158,148,794
795,148,147,795
796,147,137,796
797,137,138,797
798,138,148,798
799,148,138,799
800,138,139,800
801,139,138,801
802,147,146,802
803,146,145,803
804,145,144,804
805,144,154,805
806,154,144,806
807,144,134,807
808,134,135,808
809,571,561,809
810,561,560,810
811,560,570,811
812,570,580,812
813,580,589,813
814,589,599,814
815,599,609,815
816,609,619,816
817,619,629,817
818,629,620,818
819,620,621,819
820,621,631,820
821,631,621,821
822,621,622,822
823,622,612,823
824,602,601,824
825,601,600,825
826,600,609,826
827,601,602,827
828,592,593,828
829,593,583,829
830,583,584,830
831,584,583,831
832,573,583,832
833,583,593,833
834,593,594,834
835,594,595,835
836,595,596,836
837,596,606,837
838,606,616,838
839,616,606,839
840,606,607,840
841,607,606,841
842,616,617,842
843,617,607,843
844,606,596,844
845,596,586,845
846,585,595,846
847,595,605,847
848,605,606,848
849,596,597,849
850,597,607,850
851,607,617,851
852,617,627,852
853,627,617,853
854,617,616,854
855,617,618,855
856,618,608,856
857,608,607,857
858,607,597,858
859,597,598,859
860,598,608,860
861,608,598,861
862,598,597,862
863,597,587,863
864,587,577,864
865,577,576,865
866,567,557,866
867,557,567,867
868,557,556,868
869,567,568,869
870,568,578,870
871,578,577,871
872,576,575,872
873,575,576,873
874,496,497,874
875,497,498,875
876,498,508,876
877,508,498,877
878,498,488,878
879,487,477,879
880,477,467,880
881,467,457,881
882,457,447,882
883,447,457,883
884,447,437,884
885,437,438,885
886,438,439,886
887,439,429,887
888,439,430,888
889,430,431,889
890,431,441,890
891,441,431,891
892,431,421,892
893,441,451,893
894,451,452,894
895,452,453,895
896,453,443,896
897,442,441,897
898,441,442,898
899,452,462,899
900,462,463,900
901,463,453,901
902,454,464,902
903,464,474,903
904,474,475,904
905,475,476,905
906,476,475,906
907,475,465,907
908,465,464,908
909,475,485,909
910,485,495,910
911,495,505,911
912,505,504,912
913,504,505,913
914,505,495,914
915,495,496,915
916,496,506,916
917,506,507,917
918,507,517,918
919,517,518,919
920,518,508,920
921,508,509,921
922,509,519,922
923,519,510,923
924,510,519,924
925,519,518,925
926,518,528,926
927,528,527,927
928,527,528,928
929,528,538,929
930,538,537,930
931,530,539,931
932,530,520,932
933,539,529,933
934,529,520,934
935,541,551,935
936,551,550,936
937,550,560,937
938,560,569,938
939,569,568,939
940,568,558,940
941,558,557,941
942,566,565,942
943,565,575,943
944,474,484,944
945,484,474,945
946,484,494,946
947,494,484,947
948,484,483,948
949,483,482,949
950,482,481,950
951,481,471,951
952,471,461,952
953,461,460,953
954,460,470,954
955,470,480,955
956,480,470,956
957,470,479,957
958,479,489,958
959,489,488,959
960,488,478,960
961,486,487,961
962,469,460,962
963,470,471,963
964,471,472,964
965,472,471,965
966,471,470,966
967,470,460,967
968,460,450,968
969,450,440,969
970,440,441,970
971,454,453,971
972,474,473,972
973,473,474,973
974,473,483,974
975,483,484,975
976,484,485,976
977,485,484,977
978,483,493,978
979,493,483,979
980,483,473,980
981,473,463,981
982,463,464,982
983,464,465,983
984,465,475,984
985,497,496,985
986,495,485,986
987,485,475,987
988,475,474,988
989,493,494,989
990,494,504,990
991,504,514,991
992,514,513,992
993,513,512,993
994,512,522,994
995,522,521,995
996,521,520,996
997,520,529,997
998,529,539,998
999,540,550,999
1000,580,581,1000
1001,338,337,1001
1002,337,347,1002
1003,347,337,1003
1004,337,336,1004
1005,336,337,1005
1006,336,326,1006
1007,326,327,1007
1008,327,328,1008
1009,328,338,1009
1010,338,348,1010
1011,348,349,1011
1012,349,339,1012
1013,339,338,1013
1014,338,328,1014
1015,328,327,1015
1016,327,326,1016
1017,326,325,1017
1018,325,324,1018
1019,324,325,1019
1020,324,314,1020
1021,314,315,1021
1022,315,316,1022
1023,316,326,1023
1024,327,337,1024
1025,337,327,1025
1026,326,316,1026
1027,316,306,1027
1028,306,296,1028
1029,296,297,1029
1030,297,307,1030
1031,307,308,1031
1032,308,318,1032
1033,318,328,1033
1034,348,338,1034
1035,328,318,1035
1036,318,308,1036
1037,308,307,1037
1038,307,297,1038
1039,297,296,1039
1040,296,306,1040
1041,306,307,1041
1042,307,317,1042
1043,317,318,1043
1044,318,317,1044
1045,317,316,1045
1046,307,306,1046
1047,306,316,1047
1048,316,317,1048
1049,317,327,1049
1050,327,317,1050
1051,328,329,1051
1052,329,328,1052
1053,318,319,1053
1054,319,310,1054
1055,310,311,1055
1056,311,321,1056
1057,321,320,1057
1058,320,310,1058
1059,310,320,1059
1060,310,319,1060
1061,319,318,1061
1062,329,320,1062
1063,320,321,1063
1064,321,331,1064
1065,331,321,1065
1066,321,311,1066
1067,311,312,1067
1068,312,322,1068
1069,7,997,1069
1070,997,998,1070
1071,998,8,1071
1072,8,7,1072
1073,997,987,1073
1074,987,988,1074
1075,988,998,1075
1076,998,999,1076
1077,999,989,1077
1078,989,999,1078
1079,8,18,1079
1080,18,17,1080
1081,17,27,1081
1082,27,37,1082
1083,37,38,1083
1084,38,39,1084
1085,39,38,1085
1086,39,29,1086
1087,29,19,1087
1088,19,29,1088
1089,29,20,1089
1090,20,30,1090
1091,30,39,1091
1092,20,21,1092
1093,21,31,1093
1094,31,41,1094
1095,41,42,1095
1096,42,32,1096
1097,32,33,1097
1098,33,32,1098
1099,32,31,1099
1100,31,21,1100
1101,21,11,1101
1102,1,991,1102
1103,981,982,1103
1104,982,983,1104
1105,983,982,1105
1106,982,972,1106
1107,972,982,1107
1108,982,981,1108
1109,981,991,1109
1110,972,973,1110
1111,973,963,1111
1112,963,962,1112
1113,962,963,1113
1114,963,964,1114
1115,964,963,1115
1116,964,974,1116
1117,974,964,1117
1118,953,963,1118
1119,963,973,1119
1120,973,974,1120
1121,974,975,1121
1122,975,985,1122
1123,977,978,1123
1124,978,979,1124
1125,979,989,1125
1126,989,979,1126
1127,979,969,1127
1128,969,959,1128
1129,510,511,1129
1130,511,521,1130
1131,521,511,1131
1132,511,512,1132
1133,521,522,1133
1134,522,532,1134
1135,532,531,1135
1136,531,532,1136
1137,532,542,1137
1138,542,543,1138
1139,543,533,1139
1140,544,534,1140
1141,514,504,1141
1142,504,494,1142
1143,493,503,1143
1144,503,502,1144
1145,501,491,1145
1146,491,492,1146
1147,492,493,1147
1148,502,492,1148
1149,492,502,1149
1150,502,503,1150
1151,525,535,1151
1152,535,545,1152
1153,545,535,1153
1154,535,525,1154
1155,523,524,1155
1156,534,533,1156
1157,543,553,1157
1158,553,552,1158
1159,552,553,1159
1160,553,554,1160
1161,555,545,1161
1162,536,535,1162
1163,535,534,1163
1164,534,535,1164
1165,534,544,1165
1166,544,543,1166
1167,555,554,1167
1168,337,338,1168
1169,336,335,1169
1170,335,345,1170
1171,345,344,1171
1172,344,334,1172
1173,334,333,1173
1174,333,334,1174
1175,333,332,1175
1176,332,333,1176
1177,332,342,1177
1178,342,343,1178
1179,343,353,1179
1180,353,343,1180
1181,353,363,1181
1182,363,373,1182
1183,373,374,1183
1184,373,372,1184
1185,372,362,1185
1186,362,372,1186
1187,362,352,1187
1188,352,362,1188
1189,352,353,1189
1190,372,371,1190
1191,371,370,1191
1192,370,371,1192
1193,371,381,1193
1194,381,371,1194
1195,381,380,1195
1196,380,389,1196
1197,389,388,1197
1198,388,389,1198
1199,388,398,1199
1200,398,388,1200
1201,388,378,1201
1202,378,368,1202
1203,368,378,1203
1204,378,377,1204
1205,377,367,1205
1206,367,357,1206
1207,357,367,1207
1208,367,366,1208
1209,366,367,1209
1210,357,358,1210
1211,358,359,1211
1212,359,369,1212
1213,369,360,1213
1214,360,361,1214
1215,361,362,1215
1216,372,373,1216
1217,374,375,1217
1218,375,385,1218
1219,385,395,1219
1220,395,396,1220
1221,396,395,1221
1222,395,405,1222
1223,405,415,1223
1224,415,414,1224
1225,404,403,1225
1226,403,402,1226
1227,402,392,1227
1228,392,391,1228
1229,391,401,1229
1230,423,413,1230
1231,333,343,1231
1232,353,354,1232
1233,354,364,1233
1234,364,363,1234
1235,363,353,1235
1236,353,352,1236
1237,352,342,1237
1238,342,332,1238
1239,334,344,1239
1240,344,354,1240
1241,363,364,1241
1242,364,374,1242
1243,374,364,1243
1244,364,365,1244
1245,365,364,1245
1246,374,384,1246
1247,384,383,1247
1248,383,373,1248
1249,384,374,1249
1250,373,363,1250
1251,363,362,1251
1252,362,363,1252
1253,362,361,1253
1254,361,351,1254
1255,351,341,1255
1256,341,340,1256
1257,340,349,1257
1258,349,348,1258
1259,348,358,1259
1260,358,368,1260
1261,378,379,1261
1262,379,370,1262
1263,371,372,1263
1264,380,370,1264
1265,370,379,1265
1266,379,369,1266
1267,369,359,1267
1268,359,358,1268
1269,358,348,1269
1270,308,298,1270
1271,298,297,1271
1272,297,298,1272
1273,298,299,1273
1274,299,290,1274
1275,290,300,1275
1276,300,309,1276
1277,309,299,1277
1278,299,309,1278
1279,309,308,1279
1280,347,348,1280
1281,368,369,1281
1282,603,593,1282
1283,593,603,1283
1284,607,608,1284
1285,608,618,1285
1286,618,617,1286
1287,616,626,1287
1288,626,636,1288
1289,636,626,1289
1290,626,616,1290
1291,616,615,1291
1292,615,614,1292
1293,614,615,1293
1294,615,605,1294
1295,605,615,1295
1296,615,625,1296
1297,625,615,1297
1298,625,626,1298
1299,608,609,1299
1300,609,608,1300
1301,609,599,1301
1302,599,590,1302
1303,590,599,1303
1304,610,620,1304
1305,620,610,1305
1306,621,620,1306
1307,610,600,1307
1308,600,601,1308
1309,592,591,1309
1310,591,592,1310
1311,594,604,1311
1312,604,605,1312
1313,605,595,1313
1314,637,647,1314
1315,647,648,1315
1316,648,638,1316
1317,638,639,1317
1318,639,649,1318
1319,649,648,1319
1320,638,637,1320
1321,637,636,1321
1322,636,646,1322
1323,646,647,1323
1324,637,638,1324
1325,639,629,1325
1326,746,745,1326
1327,745,746,1327
1328,747,757,1328
1329,757,758,1329
1330,758,757,1330
1331,758,748,1331
1332,748,747,1332
1333,747,748,1333
1334,748,738,1334
1335,738,748,1335
1336,738,739,1336
1337,739,729,1337
1338,729,719,1338
1339,719,718,1339
1340,718,719,1340
1341,719,729,1341
1342,729,739,1342
1343,739,730,1343
1344,730,740,1344
1345,740,730,1345
1346,730,731,1346
1347,731,741,1347
1348,741,740,1348
1349,740,741,1349
1350,741,742,1350
1351,742,743,1351
1352,743,753,1352
1353,753,754,1353
1354,754,764,1354
1355,764,754,1355
1356,775,765,1356
1357,763,764,1357
1358,763,753,1358
1359,753,743,1359
1360,753,763,1360
1361,764,765,1361
1362,765,775,1362
1363,775,774,1363
1364,774,773,1364
1365,773,772,1365
1366,772,782,1366
1367,792,791,1367
1368,791,790,1368
1369,791,801,1369
1370,801,802,1370
1371,802,812,1371
1372,812,822,1372
1373,822,823,1373
1374,823,824,1374
1375,824,823,1375
1376,822,832,1376
1377,832,842,1377
1378,823,833,1378
1379,824,834,1379
1380,834,824,1380
1381,824,825,1381
1382,825,824,1382
1383,322,321,1383
1384,321,322,1384
1385,322,323,1385
1386,323,333,1386
1387,343,342,1387
1388,342,352,1388
1389,361,371,1389
1390,371,361,1390
1391,361,360,1391
1392,360,370,1392
1393,380,390,1393
1394,390,400,1394
1395,400,390,1395
1396,390,391,1396
1397,401,402,1397
1398,411,401,1398
1399,401,391,1399
1400,401,400,1400
1401,400,409,1401
1402,409,419,1402
1403,419,418,1403
1404,418,408,1404
1405,408,409,1405
1406,409,408,1406
1407,408,398,1407
1408,398,397,1408
1409,397,407,1409
1410,407,406,1410
1411,386,387,1411
1412,387,397,1412
1413,397,398,1413
1414,407,408,1414
1415,408,407,1415
1416,406,405,1416
1417,405,404,1417
1418,404,414,1418
1419,414,424,1419
1420,404,394,1420
1421,394,404,1421
1422,406,407,1422
1423,407,397,1423
1424,397,387,1424
1425,387,386,1425
1426,393,394,1426
1427,393,403,1427
1428,403,404,1428
1429,403,413,1429
1430,414,415,1430
1431,415,405,1431
1432,415,416,1432
1433,416,406,1433
1434,713,723,1434
1435,723,713,1435
1436,713,714,1436
1437,714,713,1437
1438,713,703,1438
1439,703,702,1439
1440,702,712,1440
1441,712,713,1441
1442,724,734,1442
1443,734,733,1443
1444,733,734,1444
1445,734,735,1445
1446,735,734,1446
1447,734,744,1447
1448,744,734,1448
1449,745,735,1449
1450,745,744,1450
1451,744,745,1451
1452,746,756,1452
1453,756,755,1453
1454,755,756,1454
1455,756,766,1455
1456,765,766,1456
1457,766,776,1457
1458,766,756,1458
1459,756,757,1459
1460,757,767,1460
1461,767,757,1461
1462,748,758,1462
1463,758,759,1463
1464,759,758,1464
1465,759,749,1465
1466,749,759,1466
1467,759,769,1467
1468,769,759,1468
1469,749,740,1469
1470,740,750,1470
1471,750,740,1471
1472,740,749,1472
1473,749,739,1473
1474,730,720,1474
1475,720,730,1475
1476,720,710,1476
1477,710,711,1477
1478,711,721,1478
1479,721,731,1479
1480,731,730,1480
1481,742,752,1481
1482,752,751,1482
1483,751,752,1483
1484,752,742,1484
1485,743,742,1485
1486,743,733,1486
1487,733,732,1487
1488,732,731,1488
1489,710,700,1489
1490,700,710,1490
1491,711,712,1491
1492,712,702,1492
1493,702,701,1493
1494,701,702,1494
1495,702,692,1495
1496,394,384,1496
1497,406,416,1497
1498,416,426,1498
1499,424,423,1499
1500,422,423,1500
1501,423,433,1501
1502,432,431,1502
1503,451,461,1503
1504,461,471,1504
1505,461,462,1505
1506,462,452,1506
1507,452,451,1507
1508,442,432,1508
1509,432,442,1509
1510,465,466,1510
1511,466,456,1511
1512,456,446,1512
1513,446,447,1513
1514,437,436,1514
1515,435,445,1515
1516,445,435,1516
1517,435,425,1517
1518,425,415,1518
1519,416,415,1519
1520,413,412,1520
1521,412,402,1521
1522,402,403,1522
1523,413,403,1523
1524,403,393,1524
1525,394,395,1525
1526,395,385,1526
1527,395,394,1527
1528,402,412,1528
1529,450,451,1529
1530,460,469,1530
1531,469,479,1531
1532,488,498,1532
1533,498,497,1533
1534,477,476,1534
1535,476,466,1535
1536,466,476,1536
1537,476,477,1537
1538,477,478,1538
1539,478,479,1539
1540,479,469,1540
1541,468,467,1541
1542,467,477,1542
1543,477,487,1543
1544,486,476,1544
1545,476,486,1545
1546,489,499,1546
1547,499,489,1547
1548,499,490,1548
1549,490,491,1549
1550,492,482,1550
1551,482,472,1551
1552,472,482,1552
1553,481,482,1553
1554,471,481,1554
1555,481,480,1555
1556,480,481,1556
1557,481,491,1557
1558,491,481,1558
1559,480,490,1559
1560,490,499,1560
1561,499,509,1561
1562,519,529,1562
1563,500,490,1563
1564,489,479,1564
1565,479,478,1565
1566,488,489,1566
1567,499,498,1567
1568,508,507,1568
1569,517,527,1569
1570,527,517,1570
1571,509,508,1571
1572,125,126,1572
1573,126,136,1573
1574,136,146,1574
1575,146,147,1575
1576,147,157,1576
1577,157,158,1577
1578,158,168,1578
1579,168,169,1579
1580,169,160,1580
1581,169,179,1581
1582,179,189,1582
1583,189,188,1583
1584,188,187,1584
1585,187,188,1585
1586,188,189,1586
1587,189,199,1587
1588,199,198,1588
1589,198,199,1589
1590,199,189,1590
1591,199,190,1591
1592,190,200,1592
1593,200,209,1593
1594,209,200,1594
1595,209,208,1595
1596,208,207,1596
1597,207,197,1597
