,node1,node2,label
208,18,17,208
209,17,18,209
210,17,7,210
211,7,6,211
212,6,5,212
213,5,6,213
214,6,16,214
215,26,16,215
216,16,17,216
217,18,19,217
218,28,38,218
219,38,37,219
220,38,39,220
221,39,30,221
222,30,39,222
223,39,49,223
224,49,39,224
225,49,40,225
226,30,20,226
227,20,30,227
228,55,56,228
229,45,55,229
230,34,35,230
231,35,45,231
232,37,47,232
233,47,57,233
234,40,41,234
235,51,50,235
236,50,51,236
237,51,61,237
238,69,79,238
239,78,79,239
240,79,69,240
241,80,81,241
242,81,91,242
243,91,92,243
244,83,82,244
245,83,84,245
246,84,85,246
247,85,75,247
248,66,67,248
249,66,76,249
250,87,88,250
251,88,89,251
252,89,80,252
253,91,1,253
254,19,18,254
255,18,28,255
256,28,27,256
257,27,26,257
258,25,15,258
259,15,16,259
260,17,27,260
261,27,28,261
262,16,15,262
263,15,25,263
264,35,25,264
265,25,24,265
266,24,14,266
267,14,15,267
268,15,5,268
269,5,15,269
270,7,8,270
271,8,18,271
272,69,59,272
273,58,57,273
274,49,48,274
275,40,50,275
276,72,82,276
277,82,92,277
278,12,13,278
279,13,12,279
280,12,22,280
281,13,23,281
282,23,24,282
283,50,60,283
284,71,70,284
285,20,29,285
286,29,20,286
287,0,1,287
288,1,2,288
289,1,91,289
290,91,90,290
291,90,91,291
292,2,3,292
293,22,21,293
294,5,95,294
295,95,94,295
296,94,84,296
297,94,93,297
298,93,94,298
299,94,95,299
300,95,85,300
301,85,95,301
302,87,77,302
303,57,67,303
304,65,64,304
305,74,75,305
306,75,74,306
307,74,64,307
308,64,54,308
309,52,51,309
310,41,40,310
311,40,49,311
312,72,62,312
313,62,63,313
314,63,73,314
315,73,74,315
316,85,84,316
317,80,90,317
318,90,80,318
319,32,31,319
320,63,64,320
321,84,74,321
322,84,83,322
323,82,72,323
324,60,70,324
325,70,71,325
326,72,73,326
327,94,4,327
328,90,99,328
329,8,98,329
330,99,98,330
331,98,97,331
332,98,88,332
333,97,96,333
334,96,95,334
335,73,63,335
336,63,53,336
337,13,3,337
338,3,13,338
339,14,24,339
340,79,89,340
341,99,90,341
342,29,39,342
343,31,32,343
344,68,69,344
345,48,38,345
346,39,38,346
347,37,27,347
348,28,29,348
349,39,29,349
350,4,5,350
351,5,4,351
352,4,14,352
353,3,4,353
354,14,13,354
355,95,5,355
356,95,96,356
357,96,6,357
358,6,96,358
359,96,97,359
360,97,87,360
361,88,87,361
362,89,88,362
363,98,8,363
364,8,7,364
365,7,97,365
366,76,75,366
367,75,76,367
368,86,85,368
369,65,66,369
370,59,49,370
371,38,28,371
372,19,9,372
373,16,6,373
374,97,7,374
375,92,91,375
376,64,63,376
377,4,94,377
378,82,81,378
379,81,82,379
380,81,80,380
381,80,89,381
382,27,37,382
383,92,93,383
384,75,65,384
385,91,81,385
386,64,65,386
387,31,30,387
388,21,11,388
389,9,0,389
390,67,68,390
391,30,40,391
392,18,8,392
393,76,77,393
394,6,7,394
395,7,17,395
396,11,1,396
397,15,14,397
398,77,87,398
399,88,78,399
